temperature,gas,smoke,noise,vibration,fan_status
29.789633471805054,1542,1,1760,0,1
34.50026709087832,985,0,2001,0,0
6.89975784257679,1868,0,2536,0,0
8.779147631997201,3509,0,610,0,1
-5.30090300795655,135,0,637,0,0
18.9140070498087,1206,0,2360,0,0
-8.202886310162896,1732,0,1636,1,0
13.27990090662301,1195,0,1388,0,0
17.13223173537883,908,0,1466,1,0
4.32706260641422,2908,0,1161,0,0
19.541663028450536,2835,1,332,1,1
-8.47498750304753,589,0,2407,0,0
-8.13259056253928,1951,0,407,0,0
31.130028032982914,955,0,502,0,0
8.009532070563143,2737,0,1096,0,0
-3.646974367405761,2586,0,1384,0,0
16.112163002740218,1143,0,1599,0,0
28.499677654930544,3352,0,849,0,1
0.7910513748421586,1331,0,1229,0,0
21.144523790950014,2755,0,403,0,0
-5.7326267503116,3348,0,2490,0,1
-7.415913941569615,1553,1,1570,0,1
16.5677315784074,2342,0,1161,0,0
17.031756080505325,1806,0,954,0,0
21.871495074910328,2100,0,1169,0,0
26.30456668613308,805,0,1845,0,0
38.79260397312673,1455,0,1728,0,0
15.815017415059767,51,0,2403,0,0
6.1478236470623,2775,0,2284,1,0
29.759309738435185,71,0,1354,0,0
3.541612563103712,27,0,917,1,0
11.948571035281805,468,1,1837,0,1
-6.077180932886702,3983,0,1072,0,1
-8.732462829227124,763,0,137,0,0
38.132420733896254,2933,0,1278,0,0
31.79900602561029,2959,0,204,0,0
24.798710304684896,2594,0,354,0,0
10.447647220713495,1424,0,2635,1,0
-1.3352839964577115,2248,0,2081,0,0
-2.1781478664456975,3832,0,2605,0,1
2.512144908229766,3682,0,2675,0,1
17.461333235306025,819,0,690,0,0
25.72979613500312,4060,0,624,0,1
23.009868835886564,4070,0,469,0,1
3.9966948472971424,1489,0,201,0,0
37.743264033159704,1675,0,763,0,0
26.894845834788427,3666,0,789,0,1
17.717702625570034,559,0,2026,0,0
20.58603731171761,3861,0,2746,0,1
10.980003121389494,378,1,2747,0,1
2.3865494750578726,3831,0,2688,0,1
7.798633932563078,1918,0,1635,1,0
27.892305523218454,3248,0,2536,0,1
-9.280325568512207,1075,0,2510,0,0
-4.196367974654188,78,0,2128,0,0
-7.699867898912363,1408,0,1030,0,0
-7.963559884051493,833,0,1956,0,0
32.77302920055036,3647,0,2759,1,1
25.18289296900118,1031,0,2869,0,0
13.70869145436626,3285,0,2089,0,1
-5.108291967449926,2072,0,2490,0,0
14.580793755841619,449,0,2282,0,0
13.673588539028284,2815,0,1985,0,0
-1.3399065044992415,2802,0,1077,0,0
11.692582461898652,1992,0,2094,0,0
9.925236719868671,3528,0,479,0,1
20.792504902610823,1484,0,1613,0,0
21.75468254338219,2245,0,1248,1,0
-7.7347995113977746,3165,0,2185,0,1
8.730630731323561,1742,0,880,0,0
21.29299578571182,1970,0,409,0,0
15.156812929004385,2484,0,2253,1,0
32.824492059416116,1550,0,655,0,0
22.93468158094725,689,0,496,0,0
-1.8532786459285155,1990,0,2300,0,0
-6.471562629978508,1401,0,2683,1,0
22.12096391031578,586,0,1983,0,0
-8.67443447291891,2151,0,1269,0,0
19.288779063673164,1829,0,2730,0,0
37.01151207124788,3751,0,300,0,1
18.77370889379395,1985,0,1990,0,0
9.408496310326097,626,0,111,0,0
22.16441092211766,2031,0,1175,0,0
12.912644524575832,3110,0,2076,0,1
17.280839465796745,2505,0,2915,0,0
37.07324043882626,363,0,1425,0,0
9.305131890038712,3856,0,1995,0,1
38.05952819119571,2182,0,1019,0,0
35.26753209780318,373,0,2668,0,0
-0.21044326053517892,3303,0,2247,0,1
-6.531934956241727,2086,0,970,1,0
-4.961099931128667,1987,0,465,1,0
-9.088908717422514,3874,0,756,0,1
-5.27785196220358,2866,0,260,0,0
24.150338670817845,2094,0,2908,1,0
-6.440567576988551,2083,0,274,0,0
5.948781514688065,3903,0,1603,0,1
32.24376554847273,2142,0,644,0,0
-8.836403213208706,3032,0,2624,0,1
30.72342412944679,1384,0,2430,0,0
4.092738738669997,1548,0,1861,1,0
-4.091758618917187,1169,0,1056,0,0
24.836858268207536,1940,0,551,0,0
21.4471423389942,367,0,181,0,0
33.873600676352645,64,0,1336,1,0
26.75355219019429,3299,0,915,0,1
30.17404651924243,753,0,2667,1,0
4.101728628565324,1543,0,2281,0,0
-1.1280228110138584,2035,0,546,0,0
27.530737582042917,2863,0,2265,0,0
30.341736963363203,1876,0,1719,1,0
39.52525710003366,1578,0,1893,0,0
10.630883845571326,755,0,848,1,0
8.600904289639157,2228,0,1273,0,0
28.820648037099843,1524,0,2009,0,0
7.040177012650894,596,0,1656,0,0
36.537866280178235,3226,0,745,0,1
32.92063759215059,2834,0,478,0,0
11.449701368750919,3606,0,2755,0,1
27.543553389574868,2674,0,2672,0,0
27.727143704234116,3889,0,1240,0,1
-4.84380655820337,3506,0,2723,0,1
35.127645333978336,1834,0,1036,0,0
15.262618622392857,3170,0,2113,0,1
31.322873305387084,2663,0,761,0,0
6.002480051530586,1395,0,1440,1,0
34.77616142481003,1586,0,975,0,0
9.460083936708156,3433,0,111,0,1
-9.458117425985082,111,0,1213,0,0
35.26909882096318,452,0,487,0,0
-5.435666160693322,2803,0,2230,0,0
5.965681879520744,3240,0,2019,0,1
37.50309835254025,2631,0,495,0,0
37.53035734687781,2186,0,2692,0,0
18.671894406164306,1871,0,2808,0,0
21.591860608489963,2278,0,739,0,0
12.42227609891599,1262,0,199,1,0
4.660538584903227,3031,0,556,0,1
6.4332272684957985,252,0,2122,0,0
23.62592280385192,2004,0,2475,0,0
27.618726471884003,1459,0,2871,0,0
29.578952186292426,1942,0,173,0,0
29.48090713972769,2608,0,2239,0,0
-5.439694847565482,3493,0,2477,0,1
14.721015235129073,1326,0,1963,0,0
-7.122061999167785,2119,0,274,1,0
17.476444116186777,3334,0,1860,0,1
12.07652506866885,1857,0,2462,1,0
34.38520913791499,2269,0,596,1,0
7.545750627603933,1100,0,1392,0,0
-4.146649178619707,61,0,527,0,0
-2.850415897358207,1494,0,134,1,0
28.075531585873613,1180,1,2266,0,1
20.910903165813053,805,0,1494,0,0
-4.9438661938604875,2172,0,1480,1,0
-5.794659694250129,2788,0,2975,0,0
25.048456572956,1875,0,2537,0,0
-6.361849681790323,2208,0,275,0,0
31.093002964517808,540,0,2253,0,0
25.31211135782481,625,0,691,0,0
-5.932560967905012,1614,0,1286,0,0
-5.758114295740404,3606,0,1013,0,1
39.33197892505877,105,0,1390,1,0
8.713539787806017,1154,0,1686,0,0
8.532107353344546,3428,0,1402,0,1
30.639978362875127,4087,0,1426,0,1
37.36242886919293,4060,0,1052,1,1
39.30005319114355,1708,0,960,0,0
27.668909262947082,2823,0,2274,0,0
8.81297927654579,3925,0,1369,1,1
-5.824964165066562,1908,0,2971,0,0
28.85734579637184,3868,0,333,1,1
17.920212486790252,2049,0,2814,1,0
11.211100462348814,2280,1,1562,1,1
35.3177192547368,368,0,2284,0,0
-4.440125884692433,1274,0,1909,0,0
14.631255214542957,945,0,2703,0,0
-9.432317761629047,4076,0,2906,0,1
13.433032099706313,3904,0,1272,0,1
-7.184836215908133,3179,0,155,1,1
-4.059104186596404,3347,0,2503,0,1
-4.123687661144756,2227,0,912,0,0
22.460515105803175,3796,0,1949,0,1
27.302243963271167,292,0,2059,0,0
19.168438254857982,583,0,1186,1,0
38.10862742372709,2842,0,905,0,0
8.743528976185203,2222,0,1675,0,0
4.285604314093037,2170,0,699,0,0
33.429956409473014,2274,0,2715,0,0
1.1797919259726317,3973,0,2852,0,1
38.161126972030566,2491,0,711,0,0
-9.392276265509183,3884,0,1338,0,1
38.493941335381955,2475,0,2288,0,0
-7.842004402471194,3154,0,2049,0,1
34.557155684903556,764,0,1630,0,0
16.385055454314994,3729,0,660,1,1
39.64823980596502,2679,0,2646,0,0
-6.310171763230057,2112,0,726,0,0
17.69271422006604,1304,0,2649,0,0
38.46512678095495,3866,1,2888,1,1
16.15489220850744,1414,0,2911,1,0
21.469931906763126,427,0,1710,0,0
24.787434449230858,2665,0,774,0,0
12.727053238388663,2972,0,148,0,0
21.377904004203174,2014,0,1486,0,0
19.21571559615501,2859,0,2002,0,0
35.057900524549446,106,0,726,0,0
-7.727680982927106,3619,0,2827,0,1
4.048159479611517,658,0,376,0,0
37.520574203827934,3333,0,2194,1,1
34.51318919454582,3992,0,315,0,1
12.782837639285646,1182,0,329,1,0
21.006629890076837,2312,0,2470,0,0
3.8690591490566337,3539,0,2372,0,1
-0.5939420138119349,1225,0,1785,0,0
13.18492024699911,4004,0,1410,0,1
7.66761140130264,154,0,145,0,0
19.182805592543602,3084,0,1936,0,1
-6.113268151750758,3368,0,1137,1,1
38.71974038330833,895,0,732,0,0
39.31053722398014,3905,0,2522,0,1
24.908085700987257,1521,1,2850,0,1
16.80481831720602,1620,0,1086,1,0
5.4763808143163875,992,0,432,0,0
30.68975098534743,3863,0,1979,0,1
24.236558627693967,2292,0,2313,0,0
-1.8691530327554347,1323,0,606,0,0
35.546359224692125,1385,0,216,0,0
31.12686214615845,3425,0,1042,0,1
37.4899956645962,3899,0,735,1,1
26.285975419418,3592,0,1689,0,1
20.670759796789493,2433,0,1562,0,0
10.912151814530944,2806,0,2604,0,0
36.63642416770066,3383,0,2091,0,1
33.30319447502042,2461,0,968,1,0
-7.73906649469053,1301,0,1394,0,0
-8.6816512751374,3821,0,1834,0,1
8.82316834390248,2762,0,2363,0,0
30.527666539091648,758,0,212,0,0
39.363806465747224,746,0,2363,0,0
-2.479155444823591,592,0,526,0,0
19.706535767606756,3427,0,1258,0,1
9.044542831551077,1548,1,1166,1,1
38.49571989073016,2886,0,2911,1,0
32.105946156785436,15,0,383,0,0
31.91643523555689,992,0,933,0,0
13.434657989748516,1068,0,329,0,0
10.74097511688326,1344,0,2019,0,0
3.6703535965353122,2698,0,1766,0,0
-7.181225167453644,3397,0,484,0,1
33.23611881275266,2195,0,258,1,0
30.64505045650388,2402,0,923,0,0
39.98588366430653,3307,0,2618,0,1
39.831841853695266,702,0,307,0,0
17.771585280131372,612,0,273,0,0
28.449370759025527,104,0,1923,0,0
37.238286494121404,1497,0,1204,1,0
32.482369533870575,3833,0,1141,0,1
2.3674050871598826,395,0,1116,1,0
12.527206765504676,3517,0,807,0,1
-3.542029242425251,2653,0,1483,0,0
37.70255136293612,3291,0,1991,0,1
20.308731722544003,2010,0,1402,0,0
1.4321402751731362,3881,0,2544,0,1
23.585034220292833,850,0,2913,0,0
20.90641202289479,1988,0,776,1,0
7.9081359016420265,441,0,2664,0,0
-4.322120390018549,1668,0,761,0,0
23.578659779639978,872,0,1663,1,0
16.015385045189664,666,0,1360,0,0
28.615919586781963,1051,0,2453,0,0
16.00817505559967,2841,0,457,1,0
32.609075015927004,2522,0,1408,1,0
17.595341938724278,627,0,1416,0,0
18.046898576769312,3376,0,518,0,1
33.832680132917254,3817,0,1591,1,1
10.17414331061985,1428,0,741,0,0
-3.299238577467963,3584,0,1693,0,1
-8.560866184333051,2549,0,606,0,0
27.75686278368095,347,0,1781,0,0
21.015477567673233,1263,0,1601,0,0
25.20398840496118,1017,0,1485,0,0
0.6482080754455364,569,0,411,0,0
-3.1814262206615123,3918,0,1757,1,1
-9.272766716605904,2742,0,2851,0,0
7.529377940329848,3408,0,344,0,1
19.495884342731653,2073,0,576,0,0
9.612202254986617,4051,0,714,0,1
11.873746101186452,3480,0,2583,0,1
35.20793472468742,3148,0,349,0,1
7.4127733511650185,1952,0,2624,1,0
15.69947445799054,2264,0,1695,1,0
29.18265063705715,1351,0,1873,0,0
9.827139116063506,2884,0,2029,0,0
21.104335011393676,2821,0,1975,0,0
33.11818543733726,3094,0,610,0,1
37.4760311828821,3827,0,1769,1,1
-2.6463259535481036,669,0,1972,0,0
36.32938125807472,717,0,873,0,0
14.60581465397691,2357,0,1465,0,0
2.912219414947918,2646,0,1023,0,0
12.956787811913067,266,0,173,0,0
39.00162876427385,1438,0,908,1,0
14.63090469964348,2693,0,2978,0,0
6.437580514375412,3338,0,1145,0,1
21.67004271583629,1356,0,2367,0,0
2.0072809389096538,1022,0,2226,0,0
-6.206833594566804,3851,0,334,0,1
-3.556013904467539,2037,0,2304,1,0
-3.5977080521113782,2497,0,2474,0,0
-2.404865324385282,564,0,741,0,0
-3.058641367529493,3682,0,720,0,1
22.04373724016073,1270,0,1084,0,0
-0.9059957800427583,1059,0,1398,0,0
7.283364166193159,1424,0,2753,0,0
34.839420495300594,27,0,1717,0,0
13.698082013143619,219,0,2896,0,0
23.37788692605136,405,0,1895,0,0
-1.3840064399185081,1637,0,959,0,0
-0.38554905956646124,1798,0,2720,0,0
-7.956569186676057,2318,0,2185,0,0
-1.5532468463917724,1759,0,2265,0,0
3.9295169515979307,1674,1,2537,0,1
-1.1494757861626592,791,0,2827,1,0
-5.56487331214722,3582,0,476,0,1
-3.96820644496996,962,0,2996,0,0
13.038938401636287,1309,0,1997,0,0
0.3166859202896255,3525,0,475,0,1
8.213493052403773,3833,0,1704,0,1
15.170863542742843,833,0,694,0,0
24.519741431468262,316,0,2894,0,0
-8.034393007945052,3661,0,1165,0,1
29.970519945452132,1320,0,2107,1,0
21.39501947454539,2385,0,2605,0,0
-5.912048402556405,1330,0,1151,0,0
33.67893120533886,3499,0,2888,1,1
36.04362002659066,350,0,728,0,0
-6.946102007256813,510,0,2473,1,0
3.843882407360187,2572,0,1632,0,0
30.310063989653067,3929,1,2766,0,1
27.41298451918292,491,0,2472,0,0
-0.7739490321811342,1931,0,1930,0,0
0.46746616683551423,1617,0,1283,0,0
8.5236051395691,2056,0,2663,0,0
14.226149259551065,1520,0,845,0,0
20.912738576514798,3796,0,1377,0,1
8.445681978488622,1583,0,2051,1,0
13.126735806657393,2608,0,2395,0,0
27.373546906687828,3892,0,2545,0,1
-8.165839855470105,2487,0,2729,0,0
2.6218472172010383,1575,0,2350,0,0
25.66747929422762,3946,0,1425,1,1
34.76034188435997,2839,0,1271,0,0
15.583872105783307,1761,1,320,0,1
16.605674263265783,1991,0,1971,0,0
-4.641399433011197,3179,0,2410,0,1
12.370618341172733,1268,0,2443,0,0
16.630863322751157,3326,0,2439,0,1
2.1235251817364826,2080,0,783,0,0
3.462161547469048,1046,0,975,0,0
8.864208155231132,2892,0,1154,1,0
-8.996440111113682,2613,0,2062,0,0
6.103958279158913,3892,0,2702,0,1
0.5724003498272321,48,0,448,1,0
6.374867608895734,461,0,318,1,0
-4.011893409037439,2637,0,1122,0,0
34.52636403699475,335,0,549,0,0
19.679622677702433,4016,0,603,0,1
23.95511595722448,1381,0,185,0,0
29.458561930366912,1145,0,1388,0,0
14.922109946452863,3515,0,622,0,1
-5.653985595628815,358,0,2608,0,0
16.85532709092739,3673,0,729,0,1
19.342055901043956,2393,0,2399,0,0
27.271973709216496,192,0,117,0,0
11.582977311483969,1439,0,1368,0,0
-3.620984860221812,1400,0,1276,0,0
4.188795289936223,3534,0,1732,0,1
8.154114819931756,755,1,599,0,1
22.295862066580064,1684,0,557,0,0
18.538915233445593,3217,0,214,0,1
7.804836294892311,2525,0,852,1,0
39.32576243964898,827,0,868,0,0
20.288740967844358,889,0,2594,0,0
1.8613395867997244,652,0,2500,0,0
-4.910876368979813,2455,0,2772,0,0
-2.357043040783399,2333,0,1970,0,0
2.2978864192254065,1921,0,2688,0,0
-1.9659313370222158,850,0,421,0,0
-0.6716487974347114,110,0,2072,1,0
4.254758434692356,619,0,325,0,0
-1.3313202352622593,3950,0,460,0,1
34.83827123132126,792,0,1654,0,0
-5.988312716917889,2097,0,933,1,0
16.225569478512732,3085,0,211,0,1
10.519841349483077,1157,0,311,0,0
39.11893084543032,587,0,1356,0,0
-4.398054891597383,2643,0,1047,0,0
9.892779952287082,3414,0,258,0,1
38.473521663768445,2717,0,2719,0,0
33.275356294699016,1309,0,2008,0,0
30.853603547463997,1957,0,1447,0,0
2.8951413522469913,2361,0,1371,0,0
-1.4556206304967088,2653,0,2817,1,0
23.432160996221548,296,0,1010,0,0
36.46879945637929,1629,0,2551,0,0
17.83814465069649,568,0,503,0,0
18.580634473494992,4089,0,1941,0,1
3.998954683014208,1187,0,2748,0,0
28.474646659596843,831,0,1790,0,0
-0.647812572123831,3568,0,1563,0,1
6.183961820212183,609,0,1356,0,0
11.271821930820838,15,0,292,0,0
15.38051893422275,3415,0,1222,0,1
2.1204866207540114,3149,0,2074,0,1
-4.258158763039823,1369,0,1742,0,0
20.53100212208163,71,0,1099,0,0
4.431527662012789,269,0,1839,0,0
19.061911071130613,286,0,622,0,0
-2.281864236289884,65,0,449,0,0
14.057005092740873,879,0,2463,0,0
16.629471627579292,67,0,1840,0,0
-7.408823158878654,1216,0,2044,0,0
6.8302139096960275,3126,0,1660,0,1
-3.279266153051288,3027,0,751,0,1
